"gene name" "logFC"	"P.Value"	"adj.P.Val"
"TTC21B"	1.8805883679492	0.000598767235451951	0.0016935953901068
"AGO1"	1.43222926488413	0.000599568692802468	0.00169436417692146
"ZNF175"	1.54509167714811	0.000602813053046933	0.00170202908799395
"BICRA"	1.35283058849065	0.000605724150886106	0.00170874035157377
"SSH1"	1.21326014957892	0.000606926624727717	0.00171062402863786
"IQGAP1"	1.56509847159688	0.000608205018113409	0.00171271818040915
"RIMS3"	-1.74407807443071	0.000609845356611727	0.00171582699718638
"GRWD1"	1.15830404087116	0.000611495407192856	0.00171636066299282
"ZNF329"	1.82073778702872	0.000612010763684277	0.00171636066299282
"MYO9A"	1.96195786646316	0.000612043858662401	0.00171636066299282
"CACNG3"	-2.33076169921248	0.000612181155509473	0.00171636066299282
"ZNF672"	1.40844542336531	0.000615081980519907	0.00172286691176671
"ARHGDIG"	-2.08896996437953	0.000615578893450877	0.00172286691176671
"ZFP28"	2.13855261677498	0.000616463914417287	0.00172383571872456
"DIP2B"	1.53557944067465	0.000620473125779728	0.00173323287606428
"PPP1R26"	1.19706562949636	0.000620998906680876	0.00173323287606428
"ZNF395"	1.45223782402954	0.000621449862096194	0.00173323287606428
"AQR"	1.8798359213281	0.000623974697229712	0.00173767994775446
"ADH5"	1.72916395437608	0.000624559820428958	0.00173767994775446
"NELFCD"	1.45836225497986	0.000624673941831082	0.00173767994775446
"PIK3CA"	2.21781059997475	0.000625681401134724	0.00173897028864464
"BRPF3"	1.19308093888918	0.000626272342453781	0.00173910175651879
"ZNF770"	2.14778867370679	0.00062897135095044	0.0017430328934611
"RPRD1B"	1.62560769164543	0.000629155556364489	0.0017430328934611
"LGALS1"	-1.82760453866293	0.000629322598295584	0.0017430328934611
"ARIH1"	1.61065467162209	0.000630335485953758	0.0017430981982526
"MSMO1"	2.04892168294517	0.000630435953541186	0.0017430981982526
"WDR36"	1.9090857977695	0.000632546456867434	0.00174742324310788
"CNOT3"	1.31821460777226	0.000634646521131284	0.00175171201130197
"TUBGCP6"	1.21193705387992	0.000636646194107218	0.00175571653012844
"IPO7"	2.09807785936727	0.000640926792342382	0.00176476628191208
"QTRT1"	1.25133159821166	0.000641031078331301	0.00176476628191208
"RNF208"	-1.42712850152922	0.000646680356086004	0.00177878801300011
"EFCAB7"	2.01222116330279	0.000647473105334686	0.00177943854292582
"CHGA"	-1.19003226136032	0.000648661013881245	0.00178117303296661
"SDC3"	1.38917942717437	0.000652545000257391	0.00179030142008867
"TADA1"	1.63371888962009	0.000656072225749996	0.00179843620409103
"RASGEF1C"	2.4240725306169	0.000657320737654461	0.00180011535836636
"YTHDF1"	1.2102713683869	0.000657810207543068	0.00180011535836636
"HMGN4"	1.96266451210224	0.000660553189671861	0.00180607662714554
"ZRANB1"	1.51701872165364	0.000671205783746334	0.00183363561247184
"PRDM11"	1.32204346928689	0.000672322500168127	0.00183511917921317
"CSTF3"	1.70171485420526	0.00067571117860856	0.00184279630039964
"H3-3B"	1.64660944274749	0.000678325155945746	0.00184766543578563
"CSNK2A3"	1.64232985709667	0.000678651730868433	0.00184766543578563
"LMAN2"	1.16890201514083	0.0006820315783758	0.00185528828165322
"MAP1B"	4.42761527485969	0.000682621652996161	0.00185531577564547
"SMCR8"	1.31664356365743	0.000690604723084954	0.00187541978705328
"MDGA1"	3.49039408003575	0.000692603437279854	0.00187925224415458
"CCSAP"	1.87631580610744	0.000693427524610707	0.00187989377222852
"LOC220729"	1.55949629206367	0.000696405684685063	0.0018860180756879
"ABHD12"	-1.34298159641931	0.000696865697237604	0.0018860180756879
"RAB10"	1.94083420269045	0.00070054024206931	0.00189436029956021
"RNPC3"	1.67827129713225	0.000702415388490084	0.00189782671265184
"KIAA1614"	1.62898978862248	0.000703168726064854	0.0018982588647101
"KLHDC10"	1.75243066932569	0.000706233584560447	0.00190398193995774
"INSM1"	3.49362144055124	0.000706479075564188	0.00190398193995774
"GTF2IP1"	1.62269895653171	0.000707223475458752	0.00190438375251898
"CWC22"	1.76548323319809	0.000708649919745676	0.00190661992705334
"PRKAB1"	1.15272443268187	0.000710839486824177	0.00191090379693323
"CFAP97"	2.61003908694636	0.000712692700280804	0.00191426046241936
"XPO1"	2.23369557121913	0.000713284923789896	0.00191426046241936
"LRRC57"	1.42018036934904	0.000716912704592607	0.00192191671603128
"MTREX"	1.63710572069649	0.000717339343213924	0.00192191671603128
"PPP1R14C"	2.04147949681235	0.000721424549071274	0.00193124446232553
"AJM1"	-1.62918727121066	0.000730198793559488	0.00195155418122429
"MICAL3"	1.25007631318594	0.000730231433237096	0.00195155418122429
"FAF2"	1.28526933393097	0.000733258505760552	0.00195800831379633
"GNPTAB"	1.96958515382522	0.000736253593549767	0.00196436634342428
"ALS2"	1.46552668921671	0.000741060904829732	0.00197554486212526
"SRRD"	1.44871943147324	0.000743392534985518	0.00198006845363242
"TMEM151A"	-1.9926186827801	0.000743995711555537	0.00198006845363242
"TADA2B"	1.16386869472484	0.00074494525522153	0.00198094752406789
"PARP1"	1.22715690303156	0.000746496520711902	0.00198316835902879
"EXOC5"	2.21582493453668	0.000747020279033976	0.00198316835902879
"SPIRE2"	1.2861318600676	0.000750611653107205	0.00199105031367326
"GDF11"	1.46755965380486	0.000760258933929906	0.00201496961859302
"ZNF675"	2.84319491402	0.000760974673767782	0.00201519700445624
"RNF180"	2.83045682116835	0.000764562057671706	0.00202302235110983
"CEBPZ"	1.8812407809981	0.000766710793371704	0.00202477285662884
"DENND6A"	1.99933720683812	0.000766841753133417	0.00202477285662884
"TTLL12"	1.51892600636075	0.000767122445212301	0.00202477285662884
"GAD2"	-2.63945328059997	0.000772506578560488	0.00203579822780387
"IGIP"	-2.14288704016995	0.000772572381542324	0.00203579822780387
"EBLN3P"	1.7594494038177	0.000773764966855479	0.00203726265758903
"PRR12"	1.39117371704357	0.000777039193525588	0.0020442009704674
"EEF2K"	1.15419635321844	0.000783183089885782	0.0020586710801517
"ALKBH7"	1.20700951286713	0.000784766898160411	0.00206114064631786
"SPPL2A"	2.16682609152206	0.000793217787500066	0.00208162731928852
"SGCB"	1.76908096571416	0.000794395229301444	0.00208300847420928
"NUP133"	1.59676508720884	0.000795318392906758	0.0020837211620874
"PRPF31"	1.14783130520998	0.000798090254139252	0.00208916086551317
"CSTF2T"	1.45838727434512	0.000799312109559709	0.00208916086551317
"MPLKIP"	1.5473931766453	0.00079935382913039	0.00208916086551317
"PRCC"	1.10154175589078	0.000811914646180258	0.00211799507233769
"STK11IP"	1.17640392539471	0.000811939496929554	0.00211799507233769
"ZNF37BP"	1.58658256715969	0.000812391644037009	0.00211799507233769
"ANKRA2"	1.63904878677004	0.000813034682347824	0.00211799507233769
"SEC24A"	2.21618864663663	0.000816480121085613	0.00212523995716263
"RYBP"	1.84130267823514	0.000817637195560997	0.00212652145414604
"TMEM199"	1.23199155726406	0.000819693319711007	0.00213013722969579
"ZNF519"	1.60691718086158	0.000822085799056056	0.00213462051232169
"CHMP6"	1.15980016067928	0.000824301095029615	0.00213799767537679
"LYRM9"	-1.53194445976829	0.000824723079529527	0.00213799767537679
"LOC100129034"	1.52128168987811	0.000829316180403385	0.00214763837959344
"KDM7A"	1.99087968067091	0.000830403254696394	0.00214763837959344
"PLPP6"	1.71732186231611	0.000830455978604903	0.00214763837959344
"SLC38A5"	1.41569414828556	0.00083953638590944	0.00216936744630396
"DCLK1"	1.96631118695118	0.000843300594843434	0.00217733543414378
"GTF3C6"	1.46764612727817	0.000844950715562609	0.00217983656377805
"FGF9"	1.52357034242253	0.000846089911318168	0.0021810166207146
"SPIN1"	1.75083033141956	0.000852731264754757	0.00219263042245245
"GGH"	2.05465227387657	0.000853016370178866	0.00219263042245245
"EXTL3"	1.8621725750912	0.000853121263579077	0.00219263042245245
"SLC6A17"	-2.1584837910193	0.000853815482689368	0.00219263042245245
"TAF3"	1.21898279167113	0.00085402235272765	0.00219263042245245
"DDX50"	1.55060610227094	0.000857486404510718	0.00219811874789372
"EPHA5"	1.94124275800471	0.000857534291144532	0.00219811874789372
"BMS1P20"	1.26297694728724	0.000860080252888021	0.00220287968694058
"DDOST"	1.14024145472532	0.0008609759887119	0.00220340975031149
"MAT2A"	1.39278615439995	0.000862676332663383	0.00220599647337343
"ZNF768"	1.3767975370764	0.000867024016063343	0.00221534331260913
"FAM162A"	-1.6068945329319	0.000874414057494812	0.0022324425937158
"NELFA"	1.2115961683595	0.000884996680425061	0.00225765899575739
"ARFGEF1"	2.06917576706124	0.000888972282244484	0.00226599388916343
"KMT2D"	1.6201497357958	0.000890620789797156	0.00226790938457023
"LYPLA2"	1.16958037734827	0.000891289481843898	0.00226790938457023
"RAD21"	1.52570162664037	0.000891850580115456	0.00226790938457023
"C20orf194"	1.25314115162036	0.00089482013175691	0.00227365337687876
"EXOC8"	1.57404434409613	0.000898621345581081	0.00228149974961419
"ASCC3"	1.74254999917623	0.00090192494979463	0.00228807130403887
"TMEM59L"	-1.26506554294965	0.000916914663403868	0.00232425515707526
"FRYL"	1.69478373928245	0.000919752158255726	0.00232960186402222
"MIB1"	2.07076249375888	0.000920495188361382	0.00232963932560764
"HIF1AN"	1.21204340595165	0.00092444197295239	0.00233712232043674
"PLXNC1"	2.52831644156373	0.000924913053351958	0.00233712232043674
"CDC73"	1.76990862444331	0.000925979653847512	0.00233797072822272
"METRN"	-1.79180251274464	0.000928317325113824	0.00234202454498353
"USP32P1"	3.30275256998798	0.000933541288292748	0.00235334797576714
"KATNBL1"	2.52950114104375	0.000936360305850117	0.00235734900980572
"KDELR1"	1.19623322968612	0.000936602248034722	0.00235734900980572
"MXRA7"	-1.6131905644289	0.000938771743016464	0.00236095189143842
"SMNDC1"	1.82044080775348	0.000944347028998693	0.00237310773430229
"MBTPS1"	1.21587944887361	0.000950923344665049	0.00238775806874685
"AREL1"	1.51897704569428	0.00095263327509679	0.00239017556630167
"DTD2"	1.60886134410037	0.000955339760081477	0.00239508769004753
"FKBP15"	1.16183905716231	0.000958786413216963	0.00240184630844249
"TOB2"	1.48781783366455	0.000959738031445912	0.00240234895351758
"R3HDM4"	1.10393834461745	0.000961670918535034	0.00240530513556964
"CAPN5"	1.18858189892989	0.000964207264914012	0.00240874678698097
"BMS1"	1.29189855642387	0.000964552870935486	0.00240874678698097
"SULT4A1"	-1.26435703245534	0.000971882364717412	0.00242488140604683
"ELK4"	1.97105533689466	0.000972529804300743	0.00242488140604683
"NIN"	2.34827381660702	0.000975252134938256	0.0024297753735728
"STX1B"	-1.13473840497047	0.000979131756790815	0.00243754279375394
"GMPS"	1.67727504669023	0.000979983245200724	0.00243776547542544
"WWC3"	1.2508966231039	0.000986058598591028	0.00245097238297801
"ESD"	1.73162402370541	0.000988106040561528	0.00245415467682945
"PCBP1"	1.19766063109777	0.000991168670819002	0.00245985149569433
"LRRC40"	1.98638629095516	0.00100867792000331	0.00250136485743457
"VPS26B"	1.10358812928514	0.0010112631164338	0.00250583323739096
"MAPK11"	1.16759890286319	0.00101788584137488	0.00252029164594292
"XYLT1"	1.49452926515428	0.00102127692620464	0.00252673231781024
"MAPK6"	1.87612763712826	0.00102371873446956	0.00253081625314383
"CAPRIN1"	2.22448932635356	0.0010294829734449	0.00254147941236121
"SPNS2"	-1.35323759397445	0.00102962091854333	0.00254147941236121
"HECA"	1.91448688161681	0.00103078268637735	0.00254238536138871
"ATP11B"	2.02999355427555	0.00103876729197022	0.00255883025543958
"ANAPC1"	1.49040530696229	0.00103904985989872	0.00255883025543958
"ZMYND19"	1.15223617689692	0.00104135766005498	0.00256254088808915
"CHAF1A"	1.44153716490768	0.00104652469223237	0.00257327631856369
"PFDN2"	1.21112612474308	0.00105164049872446	0.00258386939740366
"SMPD4BP"	1.59568660742431	0.00105317111006012	0.00258564419116064
"TTC37"	1.92123845623741	0.0010585307050496	0.00259601564215408
"YY1"	1.32210352777993	0.00105982597014671	0.00259601564215408
"ETV6"	1.28766350907813	0.0010598300808544	0.00259601564215408
"CROCC"	1.75337254923938	0.00106262750961686	0.0026008763605695
"KCNF1"	-1.20583312313852	0.0010669696438047	0.00260950756156823
"TAF7"	1.52087292361046	0.00106903072107656	0.00261255101354004
"SETD7"	1.74865451625738	0.00107188079649053	0.00261751654043755
"LHFPL4"	1.23464160075581	0.00107448297398477	0.00262186959098191
"EFNB3"	1.40279208165682	0.0010753567273714	0.00262200165461976
"GTPBP4"	1.38205799565971	0.00107656245488122	0.00262294234056743
"GRIN2B"	2.27699662909675	0.00108103275290931	0.00263182935811026
"EIF2B5"	1.20708897133271	0.0010869657174651	0.0026442610875824
"PSMA7"	1.10968553726818	0.00108914413574452	0.00264754718103854
"BAIAP2-DT"	1.37931078061116	0.00109283959791801	0.00265451319190564
"PELO"	1.3563575117625	0.00110512103015398	0.00268128308655036
"BBS10"	1.74884473731926	0.00110672321391806	0.00268128308655036
"SLC35E1"	1.12845815375459	0.00110683941231104	0.00268128308655036
"POMT2"	1.1623352614015	0.00110721317828478	0.00268128308655036
"ANK2"	2.77627663995565	0.00111335488561112	0.00269411670126322
"SRM"	2.12690198141664	0.00112115240256099	0.0027109346453459
"RFTN1"	-1.81222360644751	0.00112464685122957	0.00271733026970044
"PKD1P3-NPIPA1"	1.60721472010311	0.00112641978683823	0.00271955992309094
"MYLIP"	1.60227791561186	0.00112770349852452	0.00272060595156858
"C3orf38"	1.80709667714154	0.00112985645481643	0.00272374589220631
"HERC2"	1.33083765349236	0.00114816640574846	0.00276580145481125
"SIK1"	1.73127715272724	0.00115685873280799	0.00278464340575829
"RAD50"	1.85133005308873	0.0011578868702686	0.00278502263006711
"PGGT1B"	1.75142286117779	0.00116709261020014	0.00280406665473852
"METAP1"	1.61017493875637	0.00116755760678703	0.00280406665473852
"NUFIP2"	1.808463900872	0.00116891336952618	0.0028052167060122
"AP5B1"	1.04428585130819	0.00117533025614487	0.00281850186612252
"ZNFX1"	1.10806362896794	0.00118481850701599	0.00283912689434018
"RALGAPA1P1"	1.90543221496782	0.0011929577472545	0.00285649089331373
"DCBLD2"	2.03932211526106	0.00120669286326567	0.00288721800268278
"ABCD3"	1.7320583639613	0.00120835496861874	0.00288903403932088
"TPP1"	-1.83261431192889	0.00121376824716005	0.00289980927756909
"GOLGA1"	1.22863680432796	0.0012188635637591	0.00290980935855623
"IL17D"	-1.82199217375732	0.00122286671129845	0.00291718911964484
"NYAP1"	1.21396881843252	0.00123150073841208	0.00293407626544691
"NXF1"	1.36152460306103	0.00123178006392473	0.00293407626544691
"SCO1"	1.31713756216567	0.00123789844885255	0.00294645620377925
"KCNN1"	-1.15424015098979	0.00123972615253724	0.00294861261112761
"LAPTM4A"	1.73455460491687	0.00124921609629426	0.00296696628166573
"SETD1A"	1.14278301423841	0.00124929777474327	0.00296696628166573
"CYRIA"	1.97120611215658	0.00125430252292049	0.00297664226322155
"INA"	1.40239714447283	0.00125575940626439	0.00297789054161585
"SLCO3A1"	1.74324645945488	0.00125842270601807	0.00298199573077912
"LENG8"	1.31032974996189	0.00127116906572274	0.00300997027479426
"LRRC41"	1.1086746939533	0.00128699894861288	0.00304519943536435
"TOR1A"	1.1597806136973	0.00129933058354154	0.00307210534866917
"SLF1"	2.16641654122812	0.00130594422549406	0.00308546202168057
"INTS13"	1.6610656890956	0.00131128709156646	0.00309579882355802
"SF3B2"	1.084787144347	0.00132463422125903	0.00312500359425342
"NOC2L"	1.01368682841492	0.00133368889848723	0.00314404626843084
"FRMPD3"	1.50993120301655	0.00133518445078022	0.00314525409281732
"PRDM4"	1.07062484799619	0.00133778111777771	0.00314905209401831
"B4GAT1"	-1.39607736453479	0.00134724360819558	0.00316899434016004
"SCAF11"	1.61558221001225	0.00135364783431953	0.00318171889933003
"OLIG2"	-1.48907917235548	0.00136030830649815	0.00319408778093264
"VIRMA"	1.91242221484595	0.00136090704764338	0.00319408778093264
"POM121C"	1.00997094065634	0.00136539977435302	0.00320228290187341
"DENND6B"	1.1188261534629	0.00136654911945284	0.00320263050046126
"MRPL30"	1.43008700875253	0.0013692378720549	0.00320658268865565
"HPCA"	-2.43704557280335	0.00137780814797137	0.00322429280567698
"KIF3B"	1.74381629268651	0.00137937002834887	0.003225588246117
"NUCKS1"	1.62889900437781	0.00138816383566158	0.00324378094249919
"MED25"	1.10763455298298	0.00139158551221644	0.00324933883544358
"RRAGD"	1.57851787806639	0.00139257378661867	0.00324933883544358
"RTL10"	1.01015122840059	0.00139814039249241	0.00325919474019127
"TTC3P1"	1.87675509192646	0.00139883537926934	0.00325919474019127
"USP36"	1.05044296320277	0.00140801571366836	0.00327819670161942
"ASPHD1"	-1.11303462172647	0.00141033970047066	0.00328121941949501
"ZNF626"	2.3513668510364	0.00141198976805603	0.00328267097965933
"TRAPPC8"	1.56920737666319	0.00141320382800009	0.00328310751326964
"MRPS6"	1.42595015532964	0.00143175857011204	0.00332379946719044
"XRCC1"	1.17571118180267	0.00143876860945232	0.00333765103817112
"RAB33A"	1.33550319346383	0.00144071038830548	0.00333823413865049
"UBE2QL1"	1.2267572171479	0.00144110701640398	0.00333823413865049
"ABHD8"	-1.10718789429028	0.0014509435621482	0.00335858788372799
"ZNF598"	1.12535421143428	0.00145261240173774	0.00336001957567537
"GTF2H5"	1.53727033790038	0.00145803843049663	0.00337013362655976
"SUSD4"	-1.93739884684329	0.00146654621014797	0.00338735113809628
"ANK3"	2.3772783647239	0.00147154323137655	0.00339644069060143
"CCDC127"	1.09580200303211	0.00148211674776341	0.00341837885803544
"SPTY2D1"	1.54448766475784	0.00149062372016478	0.00343552253660455
"DSCAML1"	1.12442154246168	0.00149210788713713	0.00343646733689825
"UST"	1.48976870424104	0.00149657061307319	0.00344426574907995
"EIF2S1"	1.41229834590018	0.00150452038108853	0.00346007239331574
"RAB33B"	2.12781402343774	0.00150877060624167	0.00346735428833843
"AVL9"	1.47784762001517	0.0015214701068395	0.00349402934083241
"RAI1"	1.15530221153345	0.00152943849885239	0.00350980900848551
"AARS2"	1.1021997009066	0.001535282574242	0.00351964671027252
"GFER"	1.15613020015769	0.00153592585418582	0.00351964671027252
"ACTR1A"	1.05265635630339	0.00154115551298744	0.00352910271012658
"C8orf33"	1.21192333018485	0.00155196304150217	0.00355130884818702
